measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Japan,Female,15 to 39,Parkinson's disease,Number,2001,103.34379066998758,160.30542040046524,61.69475909705421
Incidence,Japan,Male,15 to 39,Parkinson's disease,Rate,2001,0.511415831467702,0.7885799733169222,0.29675880840632224
Incidence,Japan,Female,15 to 39,Parkinson's disease,Rate,2001,0.4849656012743709,0.7522717532232918,0.28951750024851247
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Number,2001,7710.179102866875,11386.527653760784,4689.899518195837
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Number,2001,6185.018637750645,9286.171903539302,3732.2470895506676
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Rate,2001,34.938140373353995,51.59725814725219,21.25195349129111
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Rate,2001,29.024688015639367,43.57759582400315,17.514467411675
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,2001,13450.68404415088,16997.579581730257,10307.7453582668
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,2001,13873.90606341686,17638.348704922784,10468.845964339467
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,2001,60.950839271352045,77.02334971867658,46.70883120289711
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,2001,65.10664213542444,82.77219492060003,49.12757839469399
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,2001,89726.1196187399,119214.97895144841,66730.07833192065
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,2001,134861.07521060697,178190.59890522796,99437.87564697777
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,2001,406.5876707365009,540.2143858971343,302.38270898514645
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,2001,632.8680417469344,836.2022563645962,466.6361553020483
Incidence,Japan,Male,15 to 39,Eating disorders,Number,2001,154583.91817405316,224627.90629183868,99060.90983144917
Incidence,Japan,Female,15 to 39,Eating disorders,Number,2001,75840.97812044983,102321.45317136137,53465.297812856945
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,2001,700.4862741281758,1017.8857348305585,448.8876233648619
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,2001,355.90203646460424,480.16803659716777,250.89877324052478
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,1999,13723.312974282611,17325.86780408721,10537.201570173269
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,1999,14156.336141945558,18014.927810361318,10669.264080909603
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,1999,61.655430260244486,77.84081264451059,47.34102455911661
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,1999,65.84942293780242,83.79799608342918,49.62900540466849
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,1999,90381.74772722075,120870.53845889124,67110.21511851368
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,1999,135981.75373753035,179429.15934683557,99954.26566858772
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,1999,406.06270178618985,543.0412516595644,301.50949670415315
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,1999,632.5308981011594,834.6302661036061,464.94591880634135
Incidence,Japan,Male,15 to 39,Eating disorders,Number,1999,158829.92525048286,232295.0147499691,101424.50727995826
Incidence,Japan,Female,15 to 39,Eating disorders,Number,1999,78671.90136172855,106448.4800256758,55267.06241660814
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,1999,713.5833306339724,1043.6436965737773,455.67507255703475
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,1999,365.94915902989857,495.15431902802953,257.0795247520161
Incidence,Japan,Female,15 to 39,Parkinson's disease,Number,1996,98.94707462792604,155.35785063238097,58.93378942097413
Incidence,Japan,Male,15 to 39,Parkinson's disease,Rate,1996,0.4692864064128797,0.7282934989124303,0.27099489173969127
Incidence,Japan,Female,15 to 39,Parkinson's disease,Rate,1996,0.45704103139244345,0.717604967655069,0.27221784981630087
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Number,1996,7882.869325377651,11800.946573155772,4740.557918209393
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Number,1996,6167.701615725731,9456.200689925192,3679.458701795734
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Rate,1996,35.19074801240633,52.681849720234894,21.162824379298225
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Rate,1996,28.488893869496433,43.678620440564025,16.99558684638468
Incidence,Japan,Male,15 to 39,Schizophrenia,Number,1996,9767.183979034973,12138.890510214333,7753.593176907674
Incidence,Japan,Female,15 to 39,Schizophrenia,Number,1996,7318.4882503860745,9228.551874601999,5809.400825566254
Incidence,Japan,Male,15 to 39,Schizophrenia,Rate,1996,43.602715712982516,54.1905008776329,34.61363272899353
Incidence,Japan,Female,15 to 39,Schizophrenia,Rate,1996,33.80442959802175,42.62710022390453,26.833886247502544
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Number,1996,147598.22381381606,188280.8968929083,112740.78656396827
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Number,1996,77311.69364990565,99845.93455666618,58666.345823093805
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Rate,1996,658.9087915727838,840.5246014642986,503.2980310761427
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Rate,1996,357.10622408312145,461.19290622506,270.98251569172805
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,2004,13142.383960140884,16581.904103038214,10075.555200012212
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,2004,13372.692256192497,17051.913165670045,10037.516139440693
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,2004,61.00026600652842,76.96477018536544,46.7656057856962
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,2004,64.28303509887897,81.96918851730919,48.25071795086271
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,2004,87633.58617645167,115760.24017975671,65493.59307646919
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,2004,131919.44137207078,174118.46816333354,97313.7418620103
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,2004,406.75056246129327,537.3001934322639,303.9879683552573
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,2004,634.1417208654009,836.9940312597508,467.790820567344
Incidence,Japan,Male,15 to 39,Eating disorders,Number,2004,146017.0675031216,211727.8613939474,94069.54344319826
Incidence,Japan,Female,15 to 39,Eating disorders,Number,2004,70963.23438143979,95499.89039863946,50207.384876324606
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,2004,677.7370061776944,982.733110308985,436.62300466575795
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,2004,341.122939126911,459.0715682993479,241.3487891888896
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,2004,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,2004,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,2004,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,2004,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,2004,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,2004,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,2004,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,2004,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Conduct disorder,Number,2004,11905.909539850898,19776.208071919245,6072.497664608319
Incidence,Japan,Female,15 to 39,Conduct disorder,Number,2004,6461.273540826928,12798.40447908877,2874.7837490330503
Incidence,Japan,Male,15 to 39,Conduct disorder,Rate,2004,55.26118025338713,91.79110552896954,28.185447479587953
Incidence,Japan,Female,15 to 39,Conduct disorder,Rate,2004,31.059585149437577,61.52241213491889,13.819193704633642
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Number,2004,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Number,2004,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Rate,2004,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Rate,2004,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Road injuries,Number,2004,205490.54650710773,264610.62806748674,152841.19181970033
Incidence,Japan,Female,15 to 39,Road injuries,Number,2004,114297.78772194103,148654.01256019933,84528.07384912841
Incidence,Japan,Male,15 to 39,Road injuries,Rate,2004,953.7826650611795,1228.1880326450462,709.411122520317
Incidence,Japan,Female,15 to 39,Road injuries,Rate,2004,549.433768391057,714.585434550131,406.32963310495387
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,2000,13576.65100262529,17130.850565034933,10425.168272795641
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,2000,14024.191832833085,17855.787779942068,10560.419501069058
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,2000,61.22805245244349,77.25680042509073,47.0154789799673
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,2000,65.49006988821648,83.38282901121276,49.3149708316692
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,2000,90129.17524466665,119846.39014705217,67010.62753859308
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,2000,135438.9197752999,178593.370779355,99652.12419946065
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,2000,406.4650309055475,540.4838837457625,302.20488226520337
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,2000,632.4716908751162,833.9940349738744,465.35477096461807
Incidence,Japan,Male,15 to 39,Eating disorders,Number,2000,156573.24544830108,228330.79353743754,100159.90303141436
Incidence,Japan,Female,15 to 39,Eating disorders,Number,2000,77240.15761409007,104738.37798382212,54272.20125338936
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,2000,706.1148499069565,1029.7274195613438,451.7016600966796
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,2000,360.6955310238176,489.1065222082936,253.43993403959325
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,2000,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,2000,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,2000,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,2000,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,2000,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,2000,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,2000,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,2000,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,1994,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,1994,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,1994,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,1994,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,1994,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,1994,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1994,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1994,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Conduct disorder,Number,1994,15555.983362509833,25839.131627079452,7934.18363572665
Incidence,Japan,Female,15 to 39,Conduct disorder,Number,1994,8468.677361858803,16774.643202321375,3767.928397063339
Incidence,Japan,Male,15 to 39,Conduct disorder,Rate,1994,69.1320142208515,114.83113432756357,35.26013644742064
Incidence,Japan,Female,15 to 39,Conduct disorder,Rate,1994,38.90628231079219,77.06504524917666,17.310387405149694
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Number,1994,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Number,1994,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Rate,1994,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Rate,1994,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Road injuries,Number,1994,301753.48257352103,391682.9007346844,226995.15810723946
Incidence,Japan,Female,15 to 39,Road injuries,Number,1994,160310.01990122927,210517.11095631865,118678.733677051
Incidence,Japan,Male,15 to 39,Road injuries,Rate,1994,1341.0162226541747,1740.6696338408644,1008.7843457170061
Incidence,Japan,Female,15 to 39,Road injuries,Rate,1994,736.4865403441179,967.1449035249543,545.2266179748757
Incidence,Japan,Female,15 to 39,Parkinson's disease,Number,1998,100.58240709254,156.16014436815797,59.71180804704903
Incidence,Japan,Male,15 to 39,Parkinson's disease,Rate,1998,0.48481218687352834,0.7538438398995532,0.27946149266315573
Incidence,Japan,Female,15 to 39,Parkinson's disease,Rate,1998,0.46619750482362854,0.7237992384727129,0.27676307144280277
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Number,1998,7860.797669250112,11680.871305480327,4859.2218258564735
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Number,1998,6222.595987787357,9333.534209007006,3826.690577447979
Incidence,Japan,Male,15 to 39,Idiopathic epilepsy,Rate,1998,35.19652828746195,52.3008140679902,21.757046249623823
Incidence,Japan,Female,15 to 39,Idiopathic epilepsy,Rate,1998,28.841611638534218,43.26074991843946,17.73663656007943
Incidence,Japan,Male,15 to 39,Schizophrenia,Number,1998,9758.297414484232,12138.690921123625,7702.096867725066
Incidence,Japan,Female,15 to 39,Schizophrenia,Number,1998,7323.740075522499,9210.470822029103,5776.182956102546
Incidence,Japan,Male,15 to 39,Schizophrenia,Rate,1998,43.69253674215553,54.35069014043738,34.48594935067422
Incidence,Japan,Female,15 to 39,Schizophrenia,Rate,1998,33.94539311476304,42.690353508146174,26.772495900423724
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Number,1998,146143.65682894152,186043.63691825734,111400.36736377957
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Number,1998,76619.69430746482,99154.66180307348,57958.22270120489
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Rate,1998,654.3546301585019,833.005809971497,498.7924058255222
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Rate,1998,355.13079612049313,459.5799331158785,268.6352373974744
Incidence,Japan,Male,15 to 39,Schizophrenia,Number,2001,9617.53416191242,12046.901155642938,7537.3766530408375
Incidence,Japan,Female,15 to 39,Schizophrenia,Number,2001,7235.682103847813,9123.34828477707,5671.214851197635
Incidence,Japan,Male,15 to 39,Schizophrenia,Rate,2001,43.5811871697613,54.589694743053585,34.15509809011616
Incidence,Japan,Female,15 to 39,Schizophrenia,Rate,2001,33.955179110164345,42.81350681911214,26.613540130824127
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Number,2001,144014.6667207063,183083.80598252593,109432.92675010757
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Number,2001,74291.55227637607,96474.60233154801,56080.17734112732
Incidence,Japan,Male,15 to 39,Alcohol use disorders,Rate,2001,652.5924462427766,829.6315336082075,495.8876966736838
Incidence,Japan,Female,15 to 39,Alcohol use disorders,Rate,2001,348.6309829138321,452.7302823333781,263.16972454264265
Incidence,Japan,Male,15 to 39,Major depressive disorder,Number,2001,555327.4498940175,663841.1144049973,464605.0356685177
Incidence,Japan,Female,15 to 39,Major depressive disorder,Number,2001,788966.2458378247,951683.8831212766,656305.5145891646
Incidence,Japan,Male,15 to 39,Major depressive disorder,Rate,2001,2516.4277170110895,3008.149840781462,2105.3254065548367
Incidence,Japan,Female,15 to 39,Major depressive disorder,Rate,2001,3702.4139265392964,4466.005587842962,3079.8715282161015
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,2001,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,2001,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,2001,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,2001,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,2001,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,2001,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,2001,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,2001,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Conduct disorder,Number,2001,12885.501787517927,21403.35130282143,6572.129516867539
Incidence,Japan,Female,15 to 39,Conduct disorder,Number,2001,7008.281483666598,13881.91051880372,3118.1613950545548
Incidence,Japan,Male,15 to 39,Conduct disorder,Rate,2001,58.389755182990385,96.98779785804618,29.78114782402428
Incidence,Japan,Female,15 to 39,Conduct disorder,Rate,2001,32.88804698948847,65.14420496812485,14.632722546941817
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Number,2001,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Number,2001,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Rate,2001,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Rate,2001,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,1999,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,1999,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,1999,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,1999,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,1999,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,1999,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1999,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1999,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Conduct disorder,Number,1999,13399.187870857022,22256.60512889497,6834.130293118819
Incidence,Japan,Female,15 to 39,Conduct disorder,Number,1999,7292.657982218361,14445.199695436644,3244.687679923605
Incidence,Japan,Male,15 to 39,Conduct disorder,Rate,1999,60.19921682641106,99.99338847157041,30.70404679004549
Incidence,Japan,Female,15 to 39,Conduct disorder,Rate,1999,33.9224298573232,67.19309676091754,15.092945603579182
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Number,1999,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Number,1999,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Rate,1999,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Rate,1999,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Dysthymia,Number,2001,29320.252157061354,38100.95518129454,22096.79127494028
Incidence,Japan,Female,15 to 39,Dysthymia,Number,2001,37395.56289960525,48264.47709030384,28138.913381853905
Incidence,Japan,Male,15 to 39,Dysthymia,Rate,2001,132.8626834705622,172.65182854026918,100.13007286400222
Incidence,Japan,Female,15 to 39,Dysthymia,Rate,2001,175.48767593123927,226.49267073082012,132.04862100535777
Incidence,Japan,Male,15 to 39,Road injuries,Number,2003,214057.41388133378,276318.39085479855,159286.10672338185
Incidence,Japan,Female,15 to 39,Road injuries,Number,2003,119642.77851351147,155278.0876558489,88320.72478668876
Incidence,Japan,Male,15 to 39,Road injuries,Rate,2003,983.4846224255162,1269.5420512260773,731.8384058181707
Incidence,Japan,Female,15 to 39,Road injuries,Rate,2003,569.3431212365356,738.9205782749143,420.2911178149184
Incidence,Japan,Male,15 to 39,Road injuries,Number,2001,231128.89105296676,299422.4131596999,172185.92896186135
Incidence,Japan,Female,15 to 39,Road injuries,Number,2001,130068.21433111945,168725.06165555128,96227.09125400776
Incidence,Japan,Male,15 to 39,Road injuries,Rate,2001,1047.3444951419597,1356.8118408575208,780.2485618199189
Incidence,Japan,Female,15 to 39,Road injuries,Rate,2001,610.3763889521614,791.7829455002084,451.56877705315577
Incidence,Japan,Male,15 to 39,Road injuries,Number,1999,251754.74847622373,326352.96705014695,188301.7911618758
Incidence,Japan,Female,15 to 39,Road injuries,Number,1999,139706.35079715663,181729.82643964025,103297.56791233981
Incidence,Japan,Male,15 to 39,Road injuries,Rate,1999,1131.0714378116575,1466.222670713087,845.993090343191
Incidence,Japan,Female,15 to 39,Road injuries,Rate,1999,649.8561837254184,845.3320182317071,480.49757858965296
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,1993,14803.504678412148,18775.503996235697,11503.051993497318
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,1993,15028.356539576609,18990.978189550624,11495.71071625931
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,1993,65.71527425777649,83.34765457533203,51.0640036245269
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,1993,68.92153572917577,87.09451218942043,52.72047111581611
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,1993,91577.24824975348,123997.7654427669,67108.05597820308
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,1993,140069.2501684475,185587.70565466443,101647.10467418414
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,1993,406.5269755533685,550.4471637250765,297.90407064517234
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,1993,642.3714931583257,851.1236509786766,466.163717777115
Incidence,Japan,Male,15 to 39,Eating disorders,Number,1993,165805.70048915822,243359.4215970743,105243.7548485878
Incidence,Japan,Female,15 to 39,Eating disorders,Number,1993,84596.96379253482,115834.80768347613,59061.22336225928
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,1993,736.0396958591363,1080.313850056551,467.19492201592476
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,1993,387.97007824857224,531.2299329214492,270.86063638768746
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,1993,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,1993,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,1993,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,1993,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,1993,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,1993,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1993,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,1993,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Conduct disorder,Number,1993,16220.43794391494,26942.81816293164,8273.082472503074
Incidence,Japan,Female,15 to 39,Conduct disorder,Number,1993,8834.898813556276,17500.04977087589,3930.8695682171056
Incidence,Japan,Male,15 to 39,Conduct disorder,Rate,1993,72.00528193975944,119.60375082236048,36.72561973993701
Incidence,Japan,Female,15 to 39,Conduct disorder,Rate,1993,40.517723454232495,80.25696638015464,18.027358259643577
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Number,1993,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Number,1993,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Rate,1993,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Rate,1993,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Conduct disorder,Number,2000,13130.418065587804,21810.16736833059,6697.046770910653
Incidence,Japan,Female,15 to 39,Conduct disorder,Number,2000,7148.8511627840635,14160.349064931392,3180.704394755811
Incidence,Japan,Male,15 to 39,Conduct disorder,Rate,2000,59.21562879438114,98.35960807761015,30.2023769253916
Incidence,Japan,Female,15 to 39,Conduct disorder,Rate,2000,33.383653607411276,66.1258959487976,14.853230445596013
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Number,2000,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Number,2000,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Idiopathic developmental intellectual disability,Rate,2000,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Idiopathic developmental intellectual disability,Rate,2000,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Bipolar disorder,Number,2003,13286.419696192499,16767.894912342403,10194.045642084102
Incidence,Japan,Female,15 to 39,Bipolar disorder,Number,2003,13564.127664832666,17280.77648078201,10205.830242060212
Incidence,Japan,Male,15 to 39,Bipolar disorder,Rate,2003,61.04432087337429,77.03992353134677,46.836439567804305
Incidence,Japan,Female,15 to 39,Bipolar disorder,Rate,2003,64.54750447537074,82.233891098143,48.566401725354325
Incidence,Japan,Male,15 to 39,Anxiety disorders,Number,2003,88574.955618957,117162.0803396549,66199.62051576999
Incidence,Japan,Female,15 to 39,Anxiety disorders,Number,2003,133258.5876472451,175833.12515202392,98275.3701184441
Incidence,Japan,Male,15 to 39,Anxiety disorders,Rate,2003,406.95673746464496,538.299992773488,304.1534867078104
Incidence,Japan,Female,15 to 39,Anxiety disorders,Rate,2003,634.1365618994452,836.73566875181,467.6622079417181
Incidence,Japan,Male,15 to 39,Eating disorders,Number,2003,149135.58981917577,216283.2439221452,96033.74663965442
Incidence,Japan,Female,15 to 39,Eating disorders,Number,2003,72665.47199640585,97574.52702868175,51364.64961983752
Incidence,Japan,Male,15 to 39,Eating disorders,Rate,2003,685.2019585961602,993.7111760289545,441.22607734748607
Incidence,Japan,Female,15 to 39,Eating disorders,Rate,2003,345.7925931391472,464.3271116059431,244.4285421913428
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Number,2003,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Number,2003,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Autism spectrum disorders,Rate,2003,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Autism spectrum disorders,Rate,2003,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Number,2003,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Number,2003,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Attention-deficit/hyperactivity disorder,Rate,2003,0.0,0.0,0.0
Incidence,Japan,Female,15 to 39,Attention-deficit/hyperactivity disorder,Rate,2003,0.0,0.0,0.0
Incidence,Japan,Male,15 to 39,Schizophrenia,Number,1992,9561.773066315312,11807.880181896544,7630.538306520761
Incidence,Japan,Female,15 to 39,Schizophrenia,Number,1992,7229.158089100347,9018.204259862854,5761.4905388622665
Incidence,Japan,Male,15 to 39,Schizophrenia,Rate,1992,42.35667017183183,52.30645852232451,33.80170100683814
